timestamp,mom_open_5,mom_high_5,mom_low_5,mom_close_5,mom_open_21,mom_high_21,mom_low_21,mom_close_21,mom_open_63,mom_high_63,mom_low_63,mom_close_63,rvol_open_21,rvol_high_21,rvol_low_21,rvol_close_21,rvol_open_63,rvol_high_63,rvol_low_63,rvol_close_63,pca_1,pca_2,pca_3,pca_4,pca_5,dcc_open_high,dcc_open_low,dcc_open_close,dcc_high_low,dcc_high_close,dcc_low_close,regime_prob
2014-11-26,0.004627611284960392,0.005616940437185525,0.004521484718846003,0.0031326383615849496,,,,,,,,,,,,,,,,,3.8095932179724845,1.0409330282286644,-1.465223947468347,-1.6914991527617027,-2.002606218659918,0.34735397090275083,0.666437014326948,-0.14919719496158146,0.2729123140569294,0.5796372970173744,0.25518405524845467,
2014-11-27,0.0031326383615849496,0.0037457903705026274,0.004016573744315383,0.006377811902074981,,,,,,,,,,,,,,,,,3.7916708240097905,1.047840118976357,-1.488800745885419,-1.6901458570899195,-1.9965934127129692,0.3667829108358099,0.6717976641215215,-0.12678772870825394,0.3009725644122097,0.5871499695564871,0.27789706025496563,
2014-11-28,0.006502461325732789,-0.004217845230815448,0.006140754931736797,-0.005218051347765845,,,,,,,,,,,,,,,,,3.4990894334053677,1.1582789143134453,-2.0386448228856926,-1.4905527699432835,-1.9997861465467577,0.37591419915406854,0.6607422345007016,-0.14186875598520096,0.3039888792100989,0.5664719400026534,0.28423560479629745,
2014-12-01,-0.0008712428206840983,0.00012424675421338072,-0.004742302660241615,-0.002616660891171685,,,,,,,,,,,,,,,,,3.258061361704791,1.24101008681214,-2.4637557090305147,-1.3641201018395712,-2.0174730856358756,0.3956091356220035,0.6668159508184455,-0.12916753646467255,0.3232008725916233,0.5657735812024108,0.29301759732366744,
2014-12-02,-0.0027410931690650675,0.002231037117785023,0.0006241807830141,0.007335148198925667,,,,,,,,,,,,,,,,,3.5809399964486754,1.1240585961144187,-1.8577716432970541,-1.5786282625904065,-1.996264265491242,0.4004632673415525,0.6580471441048867,-0.1288903878576177,0.3247151110257569,0.5613421792192437,0.3038563248944685,
2014-12-03,0.007211270837355066,0.011509315833977268,0.01084325449311982,0.016133385424934837,,,,,,,,,,,,,,,,,4.391831749694481,0.8283287711319015,-0.3954239894689081,-2.055562147416047,-1.983207470113257,0.37386186774092617,0.6320917459474128,-0.15137731711135854,0.347254929920505,0.5852833062391668,0.33553200276402106,
2014-12-04,0.016133385424934837,0.013123872900084738,0.005621150270429809,0.00670893310272988,,,,,,,,,,,,,,,,,4.313482003098638,0.8548510327523617,-0.5741924377889499,-1.9715815194150157,-2.0125316842060776,0.45217116409869695,0.6770934462073018,-0.034879858624339566,0.43209256289473097,0.6233066185457774,0.4073293668402871,
2014-12-05,0.006584283679072073,0.012477770143602823,0.007840249233350305,0.013363227812167172,,,,,,,,,,,,,,,,,4.279529016339566,0.8680346963855753,-0.6039340835263042,-1.9842598465397405,-1.9929684252477222,0.4394473203424868,0.5416700559886322,-0.10957728769041035,0.41387209088784777,0.5953715378461658,0.45126274976874325,
2014-12-08,0.013235396373172975,0.01394137687201727,0.013296250559222456,0.012645841717522338,0.010499756766090301,0.01332037455435156,0.010173785023462667,0.011398958762959044,,,,,0.07383208828430875,0.05550454594390022,0.0601503063528962,0.0810654929615656,,,,,4.554625435644009,0.7690425931158918,-0.1185144467619385,-2.1333039574406674,-1.9894988682389516,0.39369150170228656,0.4329915755227658,-0.1855567702723901,0.4275331935981129,0.5941770306190235,0.49852764426618357,
2014-12-09,0.012645841717522338,0.0069093427244789896,0.0026173131411569572,0.0004953560472807372,0.011897525394251068,0.010381999073041492,0.005241494590838058,0.0038454429325627537,,,,,0.07291614530487898,0.05724783784264523,0.06625261347949786,0.0828380717862709,,,,,3.7316910956845817,1.1792828275935454,-1.2582223636646328,-1.9819707054343831,-1.905417282750789,0.4122280339021678,0.4760706172718293,-0.20501240273419086,0.4431107861071932,0.5735013709813797,0.461963629005815,
2014-12-10,0.0004954173992831601,-0.005057680552488619,-0.004597137996166928,-0.011390490862491637,0.0038459200062445076,0.005083390774232588,0.003993017534043797,0.0019942671448089366,,,,,0.07485623697122737,0.06120949795240761,0.06627484304732814,0.08421336977740486,,,,,2.6025373727253,1.6855647133097955,-2.838316582888509,-1.7337475863587157,-1.806331836135654,0.4283534622386063,0.48175607230986434,-0.16760880262009745,0.4823432606902218,0.5929841510199834,0.5036615117804089,
2014-12-11,-0.011265981119443436,-0.0060452963084085265,-0.003493889254255672,-0.0022313136814355594,0.002118776887857138,0.003967767139713918,0.00012500781315108456,0.001738914858749857,,,,,0.07622223352113314,0.06127290312521063,0.06766269527971455,0.08408355629465586,,,,,2.4466731221021596,1.7739422169987136,-2.8857091153948113,-1.865368307514195,-1.7510564257234753,0.47273805633397376,0.4758154778652842,-0.09481998635324172,0.4647927771313083,0.6244154480353367,0.49525974257159455,
2014-12-12,-0.0022313136814355594,-0.009002959002700567,-0.007465506864340554,-0.014360236867835635,0.0018632388472235306,0.0034748111409022564,0.000499687705587587,0.0008731990824896729,,,,,0.07608419758269719,0.06137875068597587,0.06770959403198501,0.08464680530160916,,,,,2.2260903608271487,1.8617948668515651,-3.2899298801653245,-1.7246983469992967,-1.768555379535682,0.4680795309912395,0.5018320103165204,-0.1260592432757147,0.4640883685719813,0.6104759280625268,0.4536415838415401,
2014-12-15,-0.01547922678356467,-0.013692929665770237,-0.010922288052420737,-0.010153628589562702,-0.00012478941801929988,-0.0013653573771303384,0.005506208380322369,0.006617992562933744,,,,,0.07759922104574588,0.06161192036704769,0.06591836550801104,0.08362977166383379,,,,,1.9107717624707603,1.9658829410087904,-3.9319977061633655,-1.4680349051344481,-1.7736971532406034,0.4537967440391545,0.5037700501448154,-0.15063737906321018,0.4609956608047779,0.6084310643868468,0.4358818397316923,
2014-12-16,-0.0105270648296652,-0.011625161838814485,-0.009504823932353634,-0.01082975668197586,0.005743554308343862,0.0008711343964503127,0.0010057833384962411,-0.00486922742436352,,,,,0.0769297012056871,0.06041193188022199,0.06991948400705125,0.08348126019766922,,,,,1.9632423252661557,1.9651901331206227,-3.6339080219878954,-1.6967016961555634,-1.7617115283593991,0.4753882047828959,0.47724762777181423,-0.1635317467637964,0.45034120182446125,0.5847164731322612,0.4406954455595402,
2014-12-17,-0.010705940672407682,0.0032102756302482827,-0.005244112405101614,0.009418832799244853,-0.004993768180486996,0.009661910911736932,0.002255922751445011,0.01616548507657764,,,,,0.07673952437383662,0.06799190670632174,0.07060548265255097,0.09464317868037785,,,,,3.1544541656470235,1.8324343442741815,-2.138561241354641,-1.8560854115729704,-1.4232681274263657,0.462209102369603,0.406124157535742,-0.181614718678176,0.45328278816978196,0.5858790431556877,0.4920822288767572,
2014-12-18,0.009294323056196652,0.008379593086772053,0.011681504773837864,0.009510353901845653,0.01616548507657764,0.01982962483817774,0.018706119710802382,0.020742220388704075,,,,,0.08864149391243341,0.06562310891522923,0.08266411821313455,0.09481407676559166,,,,,4.890455787384711,1.5604197985509334,-0.7080295649733059,-1.409709879542066,-1.1295822325777476,0.2732612734639316,0.34213934403263874,-0.27942162577645874,0.4843349483530584,0.6973508719330761,0.5101362780958476,
2014-12-19,0.009633271977103341,0.01316861070152911,0.014998731745629323,0.019142294904893914,0.020865138463961763,0.022878633463705195,0.022017183916779592,0.025270761337530923,,,,,0.08886784554098895,0.06628325576809938,0.08345106862595816,0.09573944562642704,,,,,5.506212148491685,1.3882778773223379,-0.05700769559309681,-1.3700911446565243,-1.072799885231924,0.36221945584908233,0.5602783416251196,-0.145097593427072,0.5258509322996937,0.7007775890761895,0.49328703715253636,
2014-12-22,0.020626927818722107,0.01626252422740096,0.01658453853257119,0.017273717593841192,0.025882195168869443,0.012914514404023636,0.023849099538754526,0.012927234501459606,,,,,0.09011947070861373,0.05686575292962618,0.08354142703740958,0.08677079457400268,,,,,5.513700748887898,1.113641828477299,0.47247764562291333,-1.8030399509840163,-1.3814839087014006,0.38309368621127066,0.5713244323173273,-0.11038887078382989,0.5429345768770666,0.7099643811179694,0.5129101387527755,
2014-12-23,0.01764715383394369,0.02190048160322705,0.025556532942861532,0.027527504979871914,0.016900420756307794,0.02078156559166744,0.01630068199822496,0.021786817805367314,,,,,0.08645229338980019,0.05582877790533546,0.07775968903859401,0.08597106231850285,,,,,5.942938854604836,0.7968015877227554,1.3329125571256404,-2.106212842275955,-1.488829666218782,0.3828399166739929,0.5772084597584357,-0.10561680610935012,0.5420785537192673,0.7070091696012757,0.5113131228324799,
2014-12-24,0.027649255756183516,0.012617304640404003,0.023873976977992484,0.01030810452789499,0.021784136303785534,0.01917227214685721,0.02137335051864181,0.021845978319512238,,,,,0.08744055704583956,0.05597026993501332,0.07663934759996681,0.08593853500266271,,,,,5.690469671342504,0.900658394310677,0.5785388310403995,-1.6771257675674114,-1.5095180383342777,0.36994645033388207,0.5716687875752949,-0.10629843804946731,0.5466709620211267,0.7166779011531502,0.519168841974698,
2014-12-25,0.01030810452789499,0.006482806631784882,0.007508189619303357,0.00563865186056009,0.021845978319512238,0.020695491032777097,0.021692824611259737,0.023248233887679215,,,,,0.08740602999106706,0.054828904810167715,0.07640956546082144,0.08532027061744317,,,,,4.785970292800016,1.2002814844487675,-1.1237554554976048,-1.08343088144709,-1.5575332704181317,0.3634509132288206,0.5768106721634906,-0.12364614827448822,0.5420821851232555,0.7106335325446625,0.5035452269051377,
2014-12-26,0.005026676433581373,0.004391857736394417,0.006010444343714144,0.004028571645096596,0.022759176535958187,0.023524700829596984,0.024011054516178354,0.022921521080552537,,,,,0.08697988227615569,0.05425128062866793,0.07658017548807972,0.08520637754534491,,,,,4.644864842679766,1.2435090882981694,-1.5376172488790527,-0.8572833899365859,-1.5686690319587233,0.3740407482733983,0.5838132064396838,-0.11367410943221191,0.5469204021394076,0.7085473806103234,0.5065828124562175,
2014-12-30,0.005364558098153699,0.0075481244663175295,0.006972078881629484,0.005854389205441374,0.024744291941290353,0.024680484101156613,0.024680423488647213,0.023999675054666825,,,,,0.08801124261979874,0.05476413383685252,0.07677843459289356,0.08523340825293202,,,,,4.856703835026416,1.1961110619548927,-1.3086026807331208,-0.8497659451057644,-1.5403726757418061,0.36823452054697803,0.56704556676477,-0.12034516237112262,0.5514014078287718,0.7085172851508411,0.517413419531158,
2014-12-31,0.005854389205441374,0.006308403790978828,0.006227506541633038,0.005948424216517589,0.023626052782433266,0.026965722628432887,0.02727049120009961,0.03035190291305659,,,,,0.08812549877268733,0.055044361156679704,0.07627006832794896,0.08547850726010296,,,,,4.976239990104854,1.1647143921530279,-1.3902693269596327,-0.6504949156011872,-1.53152773739079,0.4053438725996135,0.5821059608484429,-0.09315607373992674,0.5654331289056164,0.7042619994452514,0.5235384330413906,
2015-01-01,0.005826673440205987,0.0075188324140273155,0.00924693290373027,0.008509655046903125,0.03035190291305659,0.024460067443099504,0.02999610263935798,0.023020485167489696,,,,,0.0882057295682158,0.05447044439669035,0.07733131890790745,0.08298475340568025,,,,,5.104759050029095,1.088897875233556,-1.1382460119610671,-0.7429653371248096,-1.5632739144375731,0.4015202902964007,0.5799600448795554,-0.08987291170414755,0.5662586197410417,0.7115342704747055,0.5260101995208248,
2015-01-02,0.008509655046903125,0.015845508430202215,0.012793351459909452,0.01840914286850856,0.023144362529060297,0.025031683629002044,0.02364292157804937,0.025523991331252938,,,,,0.08590127411718104,0.05516401485415489,0.07495244466889373,0.08533494719834332,,,,,5.462392442795746,0.9249850865116964,-0.15806123321717713,-1.2521602513581456,-1.565800830036307,0.40749042807467956,0.6014593087830317,-0.08674731954695124,0.5604602590980563,0.7067061059586702,0.5085293981764645,
2015-01-05,0.02320906787089677,0.02334080936152949,0.020696654035114115,0.020499934096429417,0.02983485898192012,0.03374163729104174,0.03908655828086266,0.036712522074252074,,,,,0.09376702566157612,0.06142317280181523,0.07845842646193861,0.082495110686808,,,,,6.820736911851824,0.6859602454924059,0.9487423470621601,-0.8650876529946103,-1.3385535068823524,0.37713727158311644,0.6003698300726783,-0.08015623804992855,0.5235034739460941,0.7467755054759884,0.47885727433860126,
2015-01-06,0.018552513812033794,0.022545624580942336,0.017998915563635087,0.023793480059096622,0.036712522074252074,0.034748338538496126,0.034839089818931995,0.034429927301596275,,,,,0.09004397304266648,0.0615708464919532,0.0777992072252646,0.08088729819981316,,,,,6.712231772815507,0.642353457946338,0.7502702796930066,-0.7916657158022196,-1.410837070866567,0.531018715330169,0.7001542026150973,0.05763091683566368,0.6317932028215273,0.7483015284525372,0.5231609644934508,
2015-01-07,0.023674722265476844,0.024134982709384245,0.022865015371347552,0.022263037989332796,0.034065378674737135,0.03715932846579986,0.03683925601222471,0.039969099184867046,,,,,0.08830888584172497,0.06234475165193034,0.07892462262124691,0.0797228269294109,,,,,7.033515389884273,0.5183246227666178,1.114597273145473,-0.7787807044027786,-1.4177364571776285,0.5314532583339263,0.6979880738763178,0.0653927698880484,0.6265829326814937,0.7512477590032081,0.5171540131945978,
2015-01-08,0.022263037989332796,0.027056057136388145,0.0215654697481982,0.02604687274149775,0.039969099184867046,0.04460678185500866,0.048944259246399224,0.04857200186170671,,,,,0.08712615257732757,0.05960153350312557,0.0701351699651815,0.07589628278892332,,,,,7.567562323394282,0.11794974589594041,1.1566391887539564,-0.22357339203646373,-1.6303183054776162,0.5542439910742449,0.7111087979502455,0.09198313520492794,0.6488661023230383,0.7528546252954302,0.5325083638537037,
2015-01-09,0.02604687274149775,0.01960730629255003,0.021320726169260285,0.01275877320779592,0.04869581787127489,0.049696670474040694,0.04956078574347658,0.049673255401540495,,,,,0.08350239496375224,0.05336093225880026,0.06985381536447108,0.07451247254471355,,,,,7.3958896052117264,0.0273765046755957,0.41360978742432064,0.28853105387992034,-1.812149767742939,0.5656286569096226,0.715067892307708,0.11156900106650085,0.6589501024803117,0.7570991638101338,0.5472128247665928,
2015-01-12,0.006431656282489734,0.008525806528802055,0.00882534052478165,0.008557218844239323,0.04753249638385329,0.04831274012825232,0.05140578805989998,0.047501054599926956,,,,,0.08495307025033712,0.05453875754811969,0.06809294811949043,0.07452842743112685,,,,,6.348039060308328,0.4211225129499892,-1.3717657986011103,0.8085319955930794,-1.8000526309489682,0.5520234105356597,0.704299177757105,0.07354585380902506,0.6554996994039036,0.7441940395657949,0.5347831131293266,
2015-01-13,0.008675555037502086,0.008384060447142294,0.009057385241575816,0.00804262170797565,0.04761939079318972,0.05213535798833899,0.051361981924848366,0.05683278587740756,,,,,0.08496608284376768,0.05311179574411168,0.06810586887394014,0.0703985028284427,,,,,6.562840745773888,0.27297669725640916,-1.3462553531270778,1.0229298572027996,-1.8776529382901543,0.5574209396306464,0.6967479826482715,0.054270874922931256,0.6561453626959001,0.7290438604083658,0.5276053335726603,
2015-01-14,0.008279172069020596,0.006237148786956914,0.004510928826783972,0.00378072283990602,0.0578237775273224,0.057089406918527014,0.05227247289142942,0.05390345061433577,,,,,0.08028444494352309,0.04980186997341198,0.06789275773285687,0.07155950690791021,,,,,6.4897979322120385,0.2089169378477513,-1.848907085040384,1.4043955988433847,-1.9863004441345138,0.5666150847018457,0.6923527379787833,0.08219420302009692,0.6515162449974364,0.7329512071855042,0.5251761154252169,
2015-01-15,0.003662791357960271,0.015518659258501682,0.004965723138376232,0.013820786870441137,0.05415895537249252,0.07175060295232483,0.06341480631712909,0.07322254541412371,,,,,0.08150052297042198,0.059195794501113876,0.05887613069163266,0.07493754997402209,,,,,7.447953192848645,-0.018500519549820363,-1.3487873602756328,1.9476469016189202,-1.8323222019375602,0.5762938763925173,0.6903986651572775,0.0692756674260714,0.6518304168260519,0.7154347630315548,0.5196491644023189,
2015-01-16,0.013937099752223875,0.02578839622826845,0.01692167286718599,0.02388313003677378,0.07333885829590645,0.07227479107206086,0.07172657101576418,0.06413755263906942,,,,,0.08530076472443829,0.059847450461029204,0.06671611364868239,0.06384510137870343,,,,,8.627377322781907,-0.4190784625127071,0.20049545490292286,1.7654658542050543,-1.826289952183821,0.42308780731303564,0.6572416381198549,0.02495622862662154,0.6366990050948962,0.8074386357550647,0.5446914268961928,
2015-01-19,0.026015059802027174,0.020077714245038764,0.019751406256428017,0.01933842861081056,0.06425323312968381,0.06001086128651903,0.059475689542490134,0.05732912930889186,,,,,0.07574965978167708,0.07101965453877519,0.05689230581140394,0.06756409546673138,,,,,8.124701909018944,-0.3211672557219627,0.48655311944578555,1.0293312092206959,-1.8408655588545448,0.5475572884996361,0.7541289357986231,0.13875237686239003,0.70873966645423,0.8053498439462045,0.5674873725508296,
2015-01-20,0.019220092417547796,0.018409001752788035,0.02101386240408351,0.01890371344240649,0.057206211233634174,0.05737574903959791,0.05737711258330255,0.056594204414920135,,,,,0.07901376077756797,0.07122403735911516,0.0567245789326227,0.06731349651093563,,,,,7.790283761435934,-0.1667078935316643,0.2563195809314191,0.8867074961809277,-1.7963670692762472,0.43868607989331865,0.7424827060348757,0.10333573665184857,0.6534902144776135,0.7962606457175717,0.5558966243819026,
2015-01-21,0.01890150776755639,0.015944475112536965,0.014930036922325474,0.01474918461259625,0.056098357476156685,0.05677135780366302,0.0506179712811837,0.051378917633090826,,,,,0.07863446296004725,0.07149414659897456,0.06191602723946195,0.07219198996138254,,,,,7.34266358827744,0.12511364935464006,-0.2068054676955923,0.8084745569779306,-1.6780840429009365,0.42963238015831196,0.7155759967431254,0.07567624134377102,0.6519567453373499,0.7876721716132926,0.5623773366711345,
2015-01-22,0.015099485097562676,0.022326189236590938,0.012773361694668667,0.022997449078230453,0.0516112866361115,0.07217631058568871,0.050631635068936226,0.06869248951248225,,,,,0.08243896268614936,0.09230018279202401,0.06191513913882173,0.09881654253305677,,,,,8.118635620085929,0.6314855789662088,0.11110076088052609,1.2094186882767173,-0.8391455055282104,0.42427773287980575,0.65155756989151,0.03457394225662238,0.6366013715778633,0.7663463948278123,0.5826880531708043,
2015-01-23,0.022426332322775244,0.03093845042762737,0.02372016795303089,0.03154260928700693,0.06811593486249817,0.09059593685928423,0.07157276199080259,0.08537205739818136,,,,,0.10498717098654622,0.10431859704080472,0.09445232560079125,0.10296049939431409,,,,,10.165422122463161,0.9773770636812583,1.2981874407172391,2.077847747691236,0.1668740278700986,0.17521713749047022,0.6123751690960837,-0.1159657548739014,0.5380690274195961,0.8712586228617709,0.4904286510012477,
2015-01-26,0.0369045569354509,0.03965177350173803,0.03004468619263924,0.03220927128273736,0.09084968553723972,0.09317982815647217,0.08201218611582602,0.08389974873106913,,,,,0.11730111235630943,0.10285162527421582,0.09216833811035967,0.10403380950594325,,,,,11.347554200528858,0.719092567384557,2.3189434244527343,2.3529645356646713,0.29482339089317827,0.4688090486872226,0.7984361812877503,0.19327024288371128,0.7033583626101187,0.8886206236167198,0.6051180081147646,
2015-01-27,0.03220927128273736,0.027891841657297592,0.016704495330872315,0.0160535496708043,0.08438880608279016,0.08087573296050109,0.06807116357046072,0.06861918244062784,,,,,0.12346395457098451,0.11523837644253951,0.10607899999118302,0.11787560539207499,,,,,9.821422220042619,1.9041547735648119,0.7270911098529558,2.1005585091318855,0.9131967228239948,0.41214647010735644,0.7796759584625228,0.11724623577434357,0.6887815932256018,0.8802541994565718,0.5664056519436004,
2015-01-28,0.01593796277822923,0.0237318610454076,0.02466415215748638,0.029764101906453927,0.06667176215623222,0.07295509438275309,0.0683100445570406,0.07528863033410338,,,,,0.13507528467480887,0.11863323047467066,0.1060837886974589,0.11910549781985698,,,,,9.618627236843018,2.1992510466812623,0.9095243805481656,1.6991025497625496,1.1806561540306348,0.4528007156666773,0.7878012856866999,0.18415326238319452,0.722522555086897,0.8910028425829024,0.620512849247862,
2015-01-29,0.029418936106742566,0.0050821725514428595,0.023931192675980206,0.0032911565768180134,0.0751758335374127,0.07095007934615274,0.0683353212032834,0.06603522187278267,,,,,0.13567138903057796,0.1189569432460029,0.10607808160969717,0.12225506027397634,,,,,8.914375139699102,2.5210409844097814,-0.3776587956052263,2.129685834288499,1.2148006898379506,0.4679526815869842,0.703615155616534,0.08862112373739248,0.6950287100505467,0.8205727350832396,0.6252412294304512,
2015-01-30,0.003519331554336258,-0.014672380592254758,0.0012509241410598726,-0.0071999411042004136,0.06580859297662844,0.06840472385300216,0.0635767532281322,0.06966246124707783,,,,,0.1385199805585618,0.1199299205999174,0.10631547811971444,0.12167862316481304,,,,,7.056712643562861,3.2351405566467033,-3.3280182016689777,2.856388091735431,1.2446046713421604,0.4628419191384798,0.6939989078694028,0.05468341606359839,0.6938868773743099,0.8068610852655822,0.6123502391379844,
2015-02-02,-0.014938223534837355,-0.016801470497427723,-0.005891700704642414,-0.008919054326884432,0.06740180695549924,0.060532849228842237,0.06332713395127415,0.05657155153567614,,,,,0.138157767095172,0.12014717314561171,0.1063977796715033,0.1228565310897132,,,,,6.145987942274506,3.5637560261326806,-4.3738560985579635,2.8458528163365036,1.24465827796007,0.4657026994144695,0.6856452197211549,0.0399709604471766,0.6907916984114104,0.7935933042706195,0.6097784560320986,
2015-02-03,-0.008805656356586603,-0.007890031913865073,-0.009527707957850434,-0.008109232948153272,0.05237408185530679,0.049644891685106524,0.037846801577496175,0.04001001539604515,,,,,0.13451471536085385,0.11898629357866494,0.1193445989009279,0.13138384523257157,,,,,5.454691418994136,3.9806626937613405,-3.6993960497638256,1.4669438142731612,1.4160619596906163,0.46406775810281087,0.6840245164297264,0.0336322663018101,0.6885437011069119,0.7887040189287873,0.6031176750741983,
2015-02-04,-0.008109232948153272,-0.003954137219980641,-0.009034311547022361,-0.005201866304161917,0.04001001539604515,0.046455332581830114,0.041276817446383146,0.04629328397084484,,,,,0.14272642349250309,0.1193346394167971,0.1195001693006261,0.13507178689445914,,,,,5.584327846356699,4.105596277572384,-3.342847032486377,1.25679754021958,1.5820019608028717,0.4668162706288192,0.6269444574122682,0.05171358356311798,0.632009028165111,0.7596662172448526,0.6606565405047942,
2015-02-05,-0.005089069507471233,-0.003837476492584313,-0.01166394012591454,-0.013459767475054493,0.04641204176446462,0.042977620144184187,0.0338063657060213,0.030312416408395382,0.09097717720529205,0.09345732316433561,0.08081940674170868,0.08168047435622147,0.14615759336939516,0.11910390088457407,0.11896089702606075,0.14459480188491672,0.10627288800369399,0.08318208161661392,0.08845374107001966,0.10486311304478207,5.162799265489859,4.418798599584603,-3.5956776430837567,1.0090887320019495,1.7337080173031205,0.4465892724531385,0.5451268943199707,-0.06268696401367212,0.6237789909497163,0.7093904073841102,0.6605242116446292,
2015-02-06,-0.013003491086789887,-0.0028247010477126244,-0.01028110495282114,-0.0023738212695751937,0.03054206390050576,0.038523965668901386,0.03173017852711285,0.04124176723600488,0.08240868847962388,0.09351274659695154,0.08591593236435013,0.09365921203027434,0.1547271173364219,0.11923540484322594,0.11869637949497863,0.15150021744737202,0.10938701898774443,0.08317645611421512,0.08794933050446586,0.10815944660991916,5.2430122497815494,4.723243930990575,-3.3341950552523882,0.6444721696174107,1.8661239149662456,0.435950097191645,0.5027905543221121,-0.1703487072188711,0.6201697236769389,0.6455721677425615,0.6297449717639109,
2015-02-09,0.00011315417268083217,0.0019184116925761163,0.0004544421800543874,0.0009068239116096083,0.041468088386682325,0.04284395462886832,0.04246084996206825,0.04471960223948983,0.09400982626420172,0.0976240158771416,0.09601465323958863,0.09638712478583926,0.1611864467556146,0.11901464511598192,0.12285790089718501,0.15007096994634767,0.11252671795852784,0.08318481252458633,0.08995930101039415,0.10774814122577235,6.611376294665127,4.535062919351928,-2.395830358359319,0.5960762566067879,1.8898599186930543,0.4181708253177346,0.4519452879511517,-0.27981292436084704,0.616599150248835,0.5841483059633208,0.6011318700403587,
